ACN,date,year_month,year,month,local_time,locale,state,altitude_agl,altitude_msl,flight_conditions,weather,operator,make_model,flight_phase,anomaly,detector,when_detected,result,contributing_factors,primary_problem,event_type,pilot_action,severity,narrative_1,narrative_2,synopsis
1510060,201801,2018-01,2018,1,1201-1800,SNA.Airport,CA,,8800.0,,,Air Carrier,B737 Next Generation Undifferentiated,Climb,Deviation - Altitude Crossing Restriction Not Met; Deviation / Discrepancy - Procedural Clearance,Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented,Human Factors,Human Factors,Altitude Deviation,Became Reoriented,Low,We were flying the FINZZ 2 SID out of SNA. We were given a vector off the SID and told to maintain 8000 and expect direct CAHIL. Shortly thereafter; we were cleared direct to FINZZ and also instructed to climb via the SID. I did not hear the climb via clearance. I was expecting to receive a clearance direct to CAHIL. When we received a clearance to FINZZ I referenced the SID on my EFB. I believe referencing the EFB distracted me just enough to miss the climb via portion of the radio call. Enroute to FINZZ; the FO; who was PM; said we were given a climb via clearance. I asked the FO to confirm our climb clearance with SoCal; which he did. SoCal; confirmed we were cleared to climb via the SID; so I immediately began a climb to the FINZZ crossing restriction of at or above 10;000. Complying with the at or above 10;000 restriction at this point would have been tough. SoCal immediately vectored us off the SID for our climb. The first error I made was missing the climb via clearance. I was expecting to receive a clearance direct to CAHIL. When we received the clearance to FINZZ I distracted myself by referencing the SID on my EFB at an inopportune time. The FO had correctly understood the climb via clearance; but by the time we got the confirmation from SoCal we were coming up on FINZZ. If our Crew communication had been timelier; we could have trapped the error sooner and complied with our clearance. We had reviewed the SID on the ground so I should have simply made the input into the FMC and MCP. Correctly prioritizing tasks would have trapped this error.,,B737 Captain reported missing a 'climb via' clearance on the FINZZ2 SID out of SNA due to a cockpit distraction.
1510119,201801,2018-01,2018,1,,ZZZ.Airport,US,0.0,,,Rain,Air Carrier,Commercial Fixed Wing,Taxi,Deviation - Track / Heading All Types; Ground Event / Encounter Loss Of Aircraft Control,Person Ground Personnel,Taxi,General None Reported / Taken,Human Factors; Weather,Weather,Loss of Control,No Action Reported,High,Due to severe freezing rain conditions Aircraft X arriving at [the] gate slid about 15 feet toward a parked Aircraft on an adjacent gate. The gate area was a solid sheet of ice and the aircraft had trouble making the necessary turn.,,Air carrier ramp marshaller reported loss of aircraft control while positioning aircraft at gate due to ice covered ramp.
1510138,201801,2018-01,2018,1,1801-2400,ZZZ.Airport,US,,,VMC,Icing,Air Carrier,Regional Jet 200 ER/LR (CRJ200),Initial Approach,ATC Issue All Types; Deviation - Speed All Types; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Became Reoriented; Flight Crew Regained Aircraft Control,Procedure,Procedure,Unstabilized Approach,Regained Aircraft Control,Medium,During descent into ZZZ; FO was keeping power in and spoilers out to keep power up enough for wing anti ice. This caused him to not slow down earlier. We were descending through clouds and light rain and accrued moderate rime during the descent. We made a pirep for this. FO was late therefore to reduce speed and had to do it while getting vectored onto the localizer. Also; vector given to us was through localizer which added further confusion. He reduced the power after I told him to slow and we got flaps and gear out as quickly as possible. FO has only been here since summer and I am on my second trip off of operating experience as a CA. I should have determined why he was waiting to slow and told him to simply reduce the power and not worry as much about keeping it up for the anti-ice. We were late to get stable on the approach. Then; we got a low speed cue and a brief shaker which cued us to the fact that the spoilers had been accidentally left out. At this point; we should have executed a go around. Given that I am so new; I still feel behind the airplane at times; especially when the FO is new and struggling and we are in a high workload environment. Next time I have an issue with an FO on an unstable approach I will call the go around.,,CRJ-200 flight crew reported that they kept the power up for de-icing causing the aircraft to be fast and unstable on approach.
1510173,201801,2018-01,2018,1,1201-1800,ZZZ.Airport,US,,24700.0,VMC,,,Citation Latitude (C680A),Descent,Aircraft Equipment Problem Less Severe; Deviation - Track / Heading All Types,Person Flight Crew,In-flight,Flight Crew Overcame Equipment Problem; Flight Crew Returned To Clearance; Flight Crew Regained Aircraft Control,Aircraft,Aircraft,Track / Heading Deviation,Regained Aircraft Control,Medium,We were enroute to ZZZ [and] we had just started the RNAV arrival. The next fix had restrictions to cross at FL250 and 280 Knots. The Autopilot and Autothrottles were engaged and we were on a VNAV descent. Aircraft was stable and we were monitoring.The speed started creeping towards red line so I deployed the speed brakes as minimal as possible (just enough to stop the increase in speed.) The aircraft started a slow gentle roll; almost as if it was normal course change. Then the roll rate increased. At about 30 degree of bank (about 4 to 5 seconds after start of event); I disconnected autopilot and started recovering aircraft attitude. It was extremely difficult to regain control. (I started to think of possible jammed aileron.) Aircraft attitude was recovered at approximately 45 degrees of bank and 6-7 degrees nose down.Because of the event; we had deviated to right of the course and came close to entering restricted airspace. We notified ATC of the deviation and they gave us a heading then cleared us direct to another fix in the arrival. I hand flew the aircraft for next several minutes until we could analyze the situation. There were no EICAS messages; no indications; [and] no explanation of the roll event. The rest of the flight was uneventful. We contacted maintenance and the discrepancy was documented.,While on the RNAV arrival into ZZZ; ATC assigned a descent altitude of FL250. While approaching the assigned intersection the aircraft was leveling off at FL250 and about to cycle to the next Fix. The autopilot commanded a role to the right and the aircraft deviated off course. When it was apparent that aircraft was not re-intercepting the next navigation course and continued to roll right the Pilot in Command turned off the autopilot and turned back towards the assigned route in addition to leveling off the aircraft. We advised ATC we were heading back towards the RNAV route. The controller assigned a heading and altitude then cleared us to a fix. During the event and during recovery the aircraft deviated right of course getting close to restricted airspace and during recovery descended to 24;700 before returning to FL250.,Cessna Latitude flight crew reported the aircraft started an uncommanded roll.
1510179,201801,2018-01,2018,1,1201-1800,ZZZ.Airport,US,0.0,,Marginal,Icing; Snow,Air Carrier,Regional Jet 200 ER/LR (CRJ200),Taxi,Deviation - Track / Heading All Types; Ground Event / Encounter Object; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Ramp,Person Flight Crew,Taxi,Air Traffic Control Provided Assistance; Flight Crew Regained Aircraft Control; Flight Crew Returned To Gate; General Flight Cancelled / Delayed,Human Factors; Weather,Weather,Loss of Control,Regained Aircraft Control,High,We pushed back from [the] gate with the intent to go deice due to the light freezing rain that was in the ATIS. There were no adverse reports about ramp conditions. I had just taxied in from a previous flight 30 minutes prior and the ramp was wet with good braking action. We agreed to taxi single engine to the deice pad as we were told it would be about a 20 minute wait once we got there. We turn out from the gate with no issues and began to make our way out around the terminal to taxiway J. As we were making the turn the nose wheel steering had no effect on turning the aircraft. I applied brakes and also found braking action to be NIL. The aircraft began to slide towards a bank of snow paralleling the taxiway. The left main gear hit the bank; guessing less than 12 inches in height; and the aircraft slightly drifted back the opposite direction. We came to a stop; set the brake and shut down. Briefed the Flight Attendant and passengers and coordinated with dispatch and ramp control. Maintenance decided to inspect the aircraft prior to further movement and found no damage. We thought the best course of action would be to have the aircraft towed back into a gate. We kept the passengers up to date along the whole process. Upon reaching the gate we deplaned and debriefed accordingly with company. The mechanic had mentioned to me that it did not appear that we actually left the pavement of the ramp as the snow bank was still on pavement. It was not until later that they closed the ramp for deicing/chemical treatment and also after our gate return were the taxiways; now NOTAMed to be Field Conditions (FICON) ICE. Prior to that everything was considered wet including our runway TLR.I think the ramp was the last area to be treated for the coming precipitation and it was nearly an hour after we had reported NIL braking action. Along with the NOTAM for FICON ICE coming out after our event occurred. If they had been more proactive in treating all the areas this event likely would not have occurred.,,CRJ-200 flight crew reported loss of aircraft control during taxi due to NIL Braking action.
1510237,201801,2018-01,2018,1,1801-2400,ORD.Airport,IL,1000.0,,VMC,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),Initial Approach,Aircraft Equipment Problem Less Severe; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Ground Event / Encounter Other / Unknown; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter CFTT / CFIT,Person Flight Crew; Person Air Traffic Control,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem,ATC Equipment / Nav Facility / Buildings; Airport; Procedure; Airspace Structure,ATC Equipment / Nav Facility / Buildings,Terrain / Obstacle Alert (CFIT/CFTT),Overcame Equipment Problem,Medium,We were on the ILS at approximately 1000 feet when tower cleared another aircraft to take off from an intersecting offset runway. We had broken out into VMC conditions right about 1000 feet. We had the autopilot coupled and when the other aircraft began it's takeoff roll; it must have obstructed the glideslope because our glideslope indication went down very quickly. The autopilot chased the glideslope with a rapid descent rate which caused an aural warning; 'sink rate'. I immediately disconnected the autopilot and hand flew the remainder of the approach to land. We regained stability by 850 feet. The Tower controller transmitted to check our altitude because he had gotten an alert as well. We landed the aircraft without incident. The cause of the incident was that we were landing on a non standard runway because of poor braking action on other runways while other aircraft were being launched off of an intersecting offset runway.I would suggest not allowing these operations to take place simultaneously.,,CRJ700 pilot reported losing the ILS signal on approach due to an aircraft departing from an adjacent runway blocking the signal.
1510304,201801,2018-01,2018,1,1201-1800,ZZZ.TRACON,US,,2000.0,IMC,Snow; 2,Corporate,Gulfstream V / G500 / G550,Takeoff / Launch,ATC Issue All Types; Deviation - Altitude Undershoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT,Automation Aircraft Terrain Warning,In-flight,Air Traffic Control Provided Assistance; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Took Evasive Action,Human Factors; Procedure,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Took Evasive Action,Medium,On takeoff both myself and the Copilot flying thought we were only cleared to 2000 feet MSL. When switching over to departure we checked in at 2000 feet. About 3 miles into the [climb] flying runway heading we started to get a 'pull up' audio and proceeded to climb; checked in again and told the controller what we were doing. Departure mentioned that we where cleared to 5000 not 2000. No other action was taken.,,Gulfstream Captain reported being climb restricted to 2000 feet; then receiving a terrain warning. ATC clarified clearance was to 5000 feet; not 2000 feet.
1510576,201801,2018-01,2018,1,0601-1200,ALB.Airport,NY,500.0,,Mixed,Cloudy; Snow,Air Carrier,Commercial Fixed Wing,Initial Approach,Aircraft Equipment Problem Less Severe; Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Flight Crew Became Reoriented; Flight Crew Took Evasive Action,Human Factors; Procedure; Weather,Weather,Weather / Turbulence Encounter,Took Evasive Action,Medium,Weather in Albany was forecast to have light snow during the arrival timeframe. We (Captain and F/O) had continued to monitor the local ALB weather via ACARS and WSI throughout the flight. At the XA00 ATIS; the altimeter was 30.08 and the nearby snow was mostly west and north of the airport (WSI radar). At the XB00 Z ATIS; the altimeter was 30.01; and the snow was still staying off the airport in roughly the same areas. Our scheduled arrival was XB50 Z; but we were showing arriving about 15-20 early. We checked in with Albany Approach Control with the XB00 Z weather. I do not know if Approach provided the local altimeter; but I do know that we had 30.01 set; based on ATIS; and we did not change. We descended below some clouds and could see the airport from more than 10 miles. We had originally planned to fly the ILS 19 and had briefed the approach in case the snow arrived and IMC conditions became a factor. Approach asked us if we wanted the RNAV Z Approach to Runway 19. We said that would be fine. We loaded the FMS with the RNAV Z 19 and briefed the points/altitudes; even though we had VMC. We were cleared to TUKUY (IF) and we flew the approach as published with the autopilot engaged. As we rounded the corner between CUGOP and WISIG; I commented that we were low (could see the PAPI; it showed 1 white/3 red). At about WISIG; I commented to the other Pilot that the HUD was showing us low and touching down prior to the runway; but that I would not let that happen (we were in IMC mode on the HUD with a -3.00 glideslope angle and the TDZE set in the altitude).  I left the autopilot engaged to see if the automation was going to correct the low situation. I crosschecked the instruments and the lateral and vertical navigation pointers were centered in the middle. As the white PAPI started to change color to red; I disconnected the autopilot and corrected the aircraft flight path back to 2 white/2 red on the PAPI. The vertical guidance (GP) indicator for the RNAV on the instruments then showed us high when the PAPI showed us on the proper glide path. I do not remember seeing the ILS indication during the event. I feel confident that we both had the ILS Localizer frequency and course set; but I did not look for the glideslope during the event. The landing was uneventful. After arrival at the gate; I asked Ground Control 'what was the altimeter indicating'; and they said '29.94 and falling rapidly.' I estimate this altimeter was provided at XB35 Z.,Due to rapidly falling pressure atmospheric conditions the autopilot coupled flown visual approach began flying below the visual glide path when synced up to the RNAV RNP Z Runway 19 Approach. The arrival weather was VMC and ATC asked if we could accept the RNAV Approach for ease of sequencing. After confirming all points/altitudes; both the PF (Pilot Flying) and I verified the FMA illustrated it was in LNAV and VNAV PATH throughout the approach. While on final we discovered that the approach path was flying low in comparison to the PAPI located on the airfield. The PF elected to turn off the autopilot and correct our position for a more accurate approach path with relation to the PAPI lights. Immediately after turning off the autopilot; we heard the glidepath annunciation very briefly as the PF corrected the situation. We touched down without incident and queried the Controller for the latest altimeter setting. It was at that point we were notified of the rapidly changing conditions. Had the airfield been under IMC conditions; we would have been forced to execute a go-around/missed approach.,Air carrier flight crew reported being too low while flying an RNAV approach because of a rapidly decreasing atmospheric pressure in the area.
1510655,201801,2018-01,2018,1,1201-1800,CLT.TRACON,NC,,,,,Air Carrier,Regional Jet 900 (CRJ900),Parked,Deviation - Track / Heading All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy,Person Air Traffic Control,In-flight,Air Traffic Control Provided Assistance; Flight Crew Returned To Clearance; Flight Crew Became Reoriented,Procedure; Human Factors,Human Factors,Track / Heading Deviation,Returned to Clearance,Low,After arriving in ZZZ I left the flight deck to perform my post flight duties. The Captain remained on board for a short time. While I was out he began programming the FMS from experience as we had not been given our flight release at this point. When I returned the Captain had stepped out for a bathroom break and the flight release was brought down to me. I began making corrections to the programming. The Captain then returned to the flight deck and I remarked that he was very close to accurate in his programming; as I only changed a few minor things such as wind and cruise altitude. Before I began to verify the route loaded; the Captain noticed a low (FOD) fuel over destination of around 2800 lbs neither of us were comfortable with that number given the delays that can be experienced on this route. I began to send an ACARS to dispatch while the Captain radioed operations asking for more fuel and tried to see if there was a mistake in programming the FMS. While waiting for fuel I began briefing the aircraft setup; taxi; departure; as well as engine out and special procedures. However I did not brief the arrival into CLT. TAFTT.PARQR3 was loaded in the FMS but we were filed and cleared to SKYWA to join the FLIPZ3 arrival into CLT. This mistake was found when ATC asked if we were given a heading assignment as he expected us to have made a turn we then looked back over our clearance and realized we input the wrong arrival into CLT. We admitted the mistake and were immediately cleared to the SKYWA intersection to resume the FLIPZ arrival and it was an otherwise uneventful flight. Having had the FOD distraction in the middle of our departure preparations I should have started over from the beginning with set up to make sure nothing could have been overlooked.,,CRJ First Officer reported loading and flying the wrong arrival procedure because of a distraction that occurred during the pre-flight.
1510704,201801,2018-01,2018,1,,MEM.Airport,US,,1500.0,IMC,1,Air Carrier,Large Transport,Final Approach,Deviation - Altitude Overshoot; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter CFTT / CFIT; Inflight Event / Encounter Unstabilized Approach,Automation Aircraft Terrain Warning; Person Flight Crew,In-flight,Air Traffic Control Issued New Clearance; Flight Crew Became Reoriented; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Executed Go Around / Missed Approach; General Flight Cancelled / Delayed,Human Factors; Procedure,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Executed Go-Around,Medium,Pilot flying failed to select approach tile when cleared for the approach; the aircraft subsequently failed to intercept the glide slope. The Pilot flying and Check Airman realized the error at approximately one dot above glide slope. The Pilot flying initially attempted to intercept the glide slope by disconnecting the autopilot and manually flying to the glide slope. The Check Airman suggested using vertical speed to accomplish the intercept. The Pilot flying reselected the autopilot on and selected vertical speed however he selected too high of a rate of descent.  Shortly afterward; the low altitude warning sounded for excessive rate of descent. The Pilot flying initiated a go around. On the go around the pilot flying failed to level off as directed at 3000 feet by approximately 400 feet. The subsequent approach and landing was uneventful.Failure to select the approach tile when cleared for the approach was the proximate cause of the unstable approach. Attempting to intercept the glide slope from above rather going around upon discovery of the failure to intercept the glide slope resulted in an unstable approach and necessitated the subsequent Go Around. Not accomplishing go around procedures (Selection of Flight change; Top Bug) most probably resulted in the altitude exceedance on go around.Suggestion: Select the approach tile when cleared for the approach. Go around rather than attempting an intercept from above glide slope. Strict adherence to Go Around procedures will result in proper altitude level off.,,B757 First Officer reported they failed to select the approach tile when cleared for approach; which led to an unstable approach and then had an altitude excursion during the subsequent go-around.
1510709,201801,2018-01,2018,1,1801-2400,MEM.Airport,TN,,2000.0,IMC,Turbulence,Air Carrier,Widebody Transport,Initial Approach,Deviation - Speed All Types; Deviation / Discrepancy - Procedural Clearance; Deviation / Discrepancy - Procedural Published Material / Policy; Inflight Event / Encounter Unstabilized Approach; Inflight Event / Encounter CFTT / CFIT,Person Flight Crew,In-flight,Air Traffic Control Issued Advisory / Alert; Flight Crew Regained Aircraft Control; Flight Crew Became Reoriented; Flight Crew Executed Go Around / Missed Approach; General Flight Cancelled / Delayed,Procedure; Human Factors,Human Factors,Terrain / Obstacle Alert (CFIT/CFTT),Executed Go-Around,Medium,We were on final approach when TRACON cancelled our approach clearance due to insufficient spacing with preceding aircraft (I think). The crew executed missed approach/go-around from approximately 2000 feet on final. Approach gave us a 090 heading (I think) and 3000 feet altitude. During the missed approach maneuver; the Captain disconnected the autopilot. At approximately 40 degrees through the turn we received the 'bank angle' (35 degrees) warning from the aircraft. The Captain corrected the bank angle situation and I began monitoring what the First Officer was doing (go around configuration) and crosschecking his FMAs. I then moved my scan to the MCP to crosscheck the approach tile; altitude and heading in the MCP.I then noticed that the bank angle (voice warning again) had again increased to approximately 45 degrees and we were descending while still IMC. I directed the Captain to correct the bank angle; which he did; rolled wings level on a southeast heading and climbed to 3000 feet. Once we were wings level and climbing; I focused my attention on the First Officer's attitude indicator and noticed that the airspeed had increased into the 'red over speed zipper.' I think I said 'airspeed' but I can't be sure because at this point I was more concerned that we didn't enter an unusual attitude again. We eventually got onto a 090 heading and 3000 feet wings level. The Approach Controller did notify us that we had triggered a 'low altitude warning' on their end. During debrief; the Captain stated that he thought we had 'bottomed out' at 1;700 feet on the recovery. The second approach and landing was uneventful.There was too tight of spacing with a lot of aircraft landing in Memphis. Temporary disorientation and task saturation at the end of a long flight. It was obvious that Approach was 'maxed out' with several aircraft recovering; with unusually high winds at 3-4000 feet and only two runways in a South configuration. We knew that the spacing was tight on the aircraft ahead of us. As a crew; we should have briefed the missed approach/go-around procedure 'just in case.' Believe it or not; a go-around at Decision Altitude; climbing straight ahead; flying the published missed seems easy. We train a lot for that. It's the missed approach from 2000 feet that seems to catch crews off guard. I think it's worth adding a section/procedure in the Flight Operation Manual; which addresses the go around from a 'cancelled approach clearance' when the aircraft isn't at Decision Altitude/MDA; and when the crew isn't going to fly the 'published missed approach.' It should include what the procedure is and at what point prior to entering 'app mode.' What is the MCP flow (deselect the app tile or not?) after the go-around items. What to do if the aircraft is in 'app mode.' These procedures have been part of the manuals in the past; but I can't seem to find where it is written in the Operations manual.,We received a low altitude go around approximately 1000 feet requested by ATC. We executed the go around by disconnecting the autopilot and got disoriented with monitoring activities on the glare-shield control panel. In the process; got into an unusual attitude including excessive bank and over speeding the flaps. We received a Low Altitude Alert from ATC but do not remember the altitude or the speed for the flap over speed. We recovered using unusual attitude recovery techniques from training. We returned for another approach and successful landing. Crew was debriefed extensively as well as maintenance. I was disoriented by trying to monitor too many things going on at once. Rapid transition to hand flying as autopilot commands in go around were not taking us where ATC wanted. Go around thrust was quite high and added to the confusion. I got rushed trying to do the right things as ATC was super overloaded and caused me to make mistakes possibly due to the fatigue caused by last leg of a long trip and an extensive duty day the day prior. I got great help from the First Officer and Relief First Officer backing up the calls and helping return the aircraft to stable flight.Suggestions: Do not rush the go around and leave the autopilot on if possible. Too much going on the approach environment and confusion only added to the problem.,Air carrier flight crew reported they received bank angle warnings; low altitude warning from ATC; and an over-speed warning while manually flying an ATC directed go-around.
